image,label1,label2
dataset/1652875851.3497071/0119.jpg,0.7421875,0.0
dataset/1652875851.3497071/0120.jpg,0.7421875,0.0
dataset/1652875851.3497071/0121.jpg,0.7421875,0.0
dataset/1652875851.3497071/0122.jpg,0.7421875,0.0
dataset/1652875851.3497071/0123.jpg,0.7734375,0.21875
dataset/1652875851.3497071/0124.jpg,0.7734375,0.0
dataset/1652875851.3497071/0125.jpg,0.7734375,0.0
dataset/1652875851.3497071/0126.jpg,0.7734375,0.0
dataset/1652875851.3497071/0127.jpg,0.7734375,0.9921875
dataset/1652875851.3497071/0128.jpg,0.7734375,0.0
dataset/1652875851.3497071/0129.jpg,0.7734375,0.0
dataset/1652875851.3497071/0130.jpg,0.7734375,0.0
dataset/1652875851.3497071/0131.jpg,0.7734375,0.0
dataset/1652875851.3497071/0132.jpg,0.7734375,0.0
dataset/1652875851.3497071/0133.jpg,0.7734375,-1.0
dataset/1652875851.3497071/0134.jpg,0.7734375,0.0
dataset/1652875851.3497071/0135.jpg,0.7734375,0.0
dataset/1652875851.3497071/0136.jpg,0.7734375,0.0
dataset/1652875851.3497071/0137.jpg,0.7734375,0.0
dataset/1652875851.3497071/0138.jpg,0.7734375,0.0
dataset/1652875851.3497071/0139.jpg,0.7734375,0.0
dataset/1652875851.3497071/0140.jpg,0.7734375,0.0
dataset/1652875851.3497071/0141.jpg,0.7890625,-1.0
dataset/1652875851.3497071/0142.jpg,0.7890625,0.0
dataset/1652875851.3497071/0143.jpg,0.7890625,0.0
dataset/1652875851.3497071/0144.jpg,0.7890625,0.0
dataset/1652875851.3497071/0145.jpg,0.7890625,0.0
dataset/1652875851.3497071/0146.jpg,0.890625,0.0
dataset/1652875851.3497071/0147.jpg,0.9921875,0.0
dataset/1652875851.3497071/0148.jpg,0.9921875,-1.0
dataset/1652875851.3497071/0149.jpg,0.9921875,0.0
dataset/1652875851.3497071/0150.jpg,0.9921875,0.0
dataset/1652875851.3497071/0151.jpg,0.9921875,0.0
dataset/1652875851.3497071/0152.jpg,0.9921875,0.0
dataset/1652875851.3497071/0153.jpg,0.9921875,0.0
dataset/1652875851.3497071/0154.jpg,0.9921875,0.0
dataset/1652875851.3497071/0155.jpg,0.9921875,0.0
dataset/1652875851.3497071/0156.jpg,0.9921875,-0.9921875
dataset/1652875851.3497071/0157.jpg,0.9921875,0.0
dataset/1652875851.3497071/0158.jpg,0.9921875,0.0
dataset/1652875851.3497071/0159.jpg,0.9921875,0.0
dataset/1652875851.3497071/0160.jpg,0.9921875,0.0
dataset/1652875851.3497071/0161.jpg,0.9921875,0.0
dataset/1652875851.3497071/0162.jpg,0.9921875,0.0
dataset/1652875851.3497071/0163.jpg,0.9921875,0.0
dataset/1652875851.3497071/0164.jpg,0.9921875,0.0
dataset/1652875851.3497071/0165.jpg,0.9921875,0.0
dataset/1652875851.3497071/0166.jpg,0.9921875,0.0
dataset/1652875851.3497071/0167.jpg,0.9921875,0.0
dataset/1652875851.3497071/0168.jpg,0.9921875,0.0
dataset/1652875851.3497071/0169.jpg,0.9921875,0.0
dataset/1652875851.3497071/0170.jpg,0.9921875,0.0
dataset/1652875851.3497071/0171.jpg,0.9921875,0.0
dataset/1652875851.3497071/0172.jpg,0.9921875,0.0
dataset/1652875851.3497071/0173.jpg,0.9921875,0.0
dataset/1652875851.3497071/0174.jpg,0.984375,0.0
dataset/1652875851.3497071/0175.jpg,0.9765625,0.0
dataset/1652875851.3497071/0176.jpg,0.90625,0.0
dataset/1652875851.3497071/0177.jpg,0.6640625,0.0
dataset/1652875851.3497071/0178.jpg,0.453125,0.0
dataset/1652875851.3497071/0179.jpg,0.453125,0.0
dataset/1652875851.3497071/0180.jpg,0.453125,0.6328125
dataset/1652875851.3497071/0181.jpg,0.4609375,0.6328125
dataset/1652875851.3497071/0182.jpg,0.4609375,0.0
dataset/1652875851.3497071/0183.jpg,0.4609375,0.0
dataset/1652875851.3497071/0184.jpg,0.4609375,0.0
dataset/1652875851.3497071/0185.jpg,0.484375,0.0
dataset/1652875851.3497071/0186.jpg,0.6015625,0.0
dataset/1652875851.3497071/0187.jpg,0.96875,0.0
dataset/1652875851.3497071/0188.jpg,1.0,0.0
dataset/1652875851.3497071/0189.jpg,1.0,0.0
dataset/1652875851.3497071/0190.jpg,1.0,0.0
dataset/1652875851.3497071/0191.jpg,1.0,0.9921875
dataset/1652875851.3497071/0192.jpg,1.0,0.0
dataset/1652875851.3497071/0193.jpg,1.0,0.0
dataset/1652875851.3497071/0194.jpg,1.0,0.0
dataset/1652875851.3497071/0195.jpg,1.0,0.0
dataset/1652875851.3497071/0196.jpg,1.0,0.0
dataset/1652875851.3497071/0197.jpg,1.0,0.0
dataset/1652875851.3497071/0198.jpg,1.0,0.0
dataset/1652875851.3497071/0200.jpg,-0.9921875,0.0
dataset/1652875851.3497071/0201.jpg,-0.9921875,0.0
dataset/1652875851.3497071/0202.jpg,-0.9921875,0.0
dataset/1652875851.3497071/0203.jpg,-0.9921875,0.0
dataset/1652875851.3497071/0204.jpg,-0.9921875,0.0
dataset/1652875851.3497071/0205.jpg,-0.9921875,0.0
dataset/1652875851.3497071/0206.jpg,-0.9921875,0.0
dataset/1652875901.3107166/0017.jpg,0.125,0.0
dataset/1652875901.3107166/0018.jpg,0.5234375,0.0
dataset/1652875901.3107166/0019.jpg,0.6796875,0.0
dataset/1652875901.3107166/0020.jpg,0.890625,-0.1640625
dataset/1652875901.3107166/0021.jpg,1.0,-1.0
dataset/1652875901.3107166/0022.jpg,1.0,0.0
dataset/1652875901.3107166/0023.jpg,1.0,0.0
dataset/1652875901.3107166/0024.jpg,1.0,0.0
dataset/1652875901.3107166/0025.jpg,1.0,0.0
dataset/1652875901.3107166/0026.jpg,1.0,0.0
dataset/1652875901.3107166/0027.jpg,1.0,0.0
dataset/1652875901.3107166/0028.jpg,1.0,0.0
dataset/1652875901.3107166/0029.jpg,1.0,0.0
dataset/1652875901.3107166/0030.jpg,1.0,0.0
dataset/1652875901.3107166/0031.jpg,1.0,0.0
dataset/1652875901.3107166/0032.jpg,1.0,0.0
dataset/1652875901.3107166/0033.jpg,1.0,0.0
dataset/1652875901.3107166/0034.jpg,1.0,0.0
dataset/1652875901.3107166/0035.jpg,1.0,0.0
dataset/1652875901.3107166/0036.jpg,1.0,0.0
dataset/1652875901.3107166/0037.jpg,1.0,0.0
dataset/1652875901.3107166/0038.jpg,1.0,0.0
dataset/1652875901.3107166/0039.jpg,1.0,0.0
dataset/1652875901.3107166/0040.jpg,1.0,0.0
dataset/1652875901.3107166/0041.jpg,1.0,0.0
dataset/1652875901.3107166/0042.jpg,1.0,-1.0
dataset/1652875901.3107166/0043.jpg,1.0,0.0
dataset/1652875901.3107166/0044.jpg,1.0,0.0
dataset/1652875901.3107166/0045.jpg,1.0,0.0
dataset/1652875901.3107166/0046.jpg,1.0,0.0
dataset/1652875901.3107166/0047.jpg,1.0,0.0
dataset/1652875901.3107166/0048.jpg,1.0,0.0
dataset/1652875901.3107166/0049.jpg,1.0,0.0
dataset/1652875901.3107166/0050.jpg,1.0,0.0
dataset/1652875901.3107166/0051.jpg,1.0,0.0
dataset/1652875901.3107166/0052.jpg,1.0,0.0
dataset/1652875901.3107166/0053.jpg,1.0,0.0
dataset/1652875901.3107166/0054.jpg,1.0,0.9921875
dataset/1652875901.3107166/0055.jpg,1.0,0.0
dataset/1652875901.3107166/0056.jpg,1.0,0.0
dataset/1652875901.3107166/0057.jpg,1.0,0.0
dataset/1652875901.3107166/0058.jpg,1.0,0.9921875
dataset/1652875901.3107166/0059.jpg,1.0,0.9921875
dataset/1652875901.3107166/0060.jpg,1.0,0.9921875
dataset/1652875901.3107166/0061.jpg,1.0,0.9921875
dataset/1652875901.3107166/0062.jpg,1.0,0.9921875
dataset/1652875901.3107166/0063.jpg,1.0,0.0
dataset/1652875901.3107166/0064.jpg,1.0,0.0
dataset/1652875901.3107166/0065.jpg,1.0,0.9921875
dataset/1652875901.3107166/0066.jpg,1.0,0.9921875
dataset/1652875901.3107166/0067.jpg,1.0,0.9921875
dataset/1652875901.3107166/0068.jpg,1.0,0.9921875
dataset/1652875901.3107166/0069.jpg,1.0,0.9921875
dataset/1652875901.3107166/0070.jpg,1.0,0.9921875
dataset/1652875901.3107166/0071.jpg,1.0,0.9921875
dataset/1652875901.3107166/0072.jpg,1.0,0.9921875
dataset/1652875901.3107166/0073.jpg,1.0,0.9921875
dataset/1652875901.3107166/0074.jpg,1.0,0.0
dataset/1652875901.3107166/0075.jpg,1.0,0.0
dataset/1652875901.3107166/0076.jpg,1.0,0.0
dataset/1652875901.3107166/0077.jpg,1.0,0.0
dataset/1652875901.3107166/0078.jpg,1.0,0.0
dataset/1652875901.3107166/0079.jpg,1.0,0.0
dataset/1652875901.3107166/0080.jpg,1.0,-1.0
dataset/1652875901.3107166/0081.jpg,1.0,0.0
dataset/1652875901.3107166/0082.jpg,1.0,0.0
dataset/1652875901.3107166/0083.jpg,1.0,0.0
dataset/1652875901.3107166/0084.jpg,1.0,0.0
dataset/1652875901.3107166/0085.jpg,1.0,-1.0
dataset/1652875901.3107166/0086.jpg,1.0,0.0
dataset/1652875901.3107166/0087.jpg,1.0,0.0
dataset/1652875901.3107166/0088.jpg,1.0,0.0
dataset/1652875901.3107166/0089.jpg,1.0,0.0
dataset/1652875901.3107166/0090.jpg,1.0,0.9921875
dataset/1652875901.3107166/0091.jpg,1.0,0.0
dataset/1652875901.3107166/0092.jpg,1.0,0.0
dataset/1652875901.3107166/0093.jpg,1.0,0.0
dataset/1652875901.3107166/0094.jpg,1.0,0.0
dataset/1652875901.3107166/0095.jpg,1.0,0.0
dataset/1652875901.3107166/0096.jpg,1.0,0.0
dataset/1652875901.3107166/0097.jpg,1.0,0.0
dataset/1652875901.3107166/0098.jpg,1.0,0.0
dataset/1652875901.3107166/0099.jpg,1.0,-1.0
dataset/1652875901.3107166/0100.jpg,1.0,0.0
dataset/1652875901.3107166/0101.jpg,1.0,0.0
dataset/1652875901.3107166/0102.jpg,1.0,0.0
dataset/1652875901.3107166/0103.jpg,1.0,0.0
dataset/1652875901.3107166/0104.jpg,1.0,0.0
dataset/1652875901.3107166/0105.jpg,1.0,0.0
dataset/1652875901.3107166/0106.jpg,1.0,0.0
dataset/1652875901.3107166/0107.jpg,1.0,0.0
dataset/1652875901.3107166/0108.jpg,1.0,0.9921875
dataset/1652875901.3107166/0109.jpg,1.0,0.0
dataset/1652875901.3107166/0110.jpg,1.0,0.0
dataset/1652875901.3107166/0111.jpg,1.0,0.0
dataset/1652875901.3107166/0112.jpg,1.0,0.0
dataset/1652875901.3107166/0113.jpg,1.0,0.0
dataset/1652875901.3107166/0114.jpg,1.0,0.9921875
dataset/1652875901.3107166/0115.jpg,1.0,0.0
dataset/1652875901.3107166/0116.jpg,1.0,0.0
dataset/1652875901.3107166/0117.jpg,1.0,0.0
dataset/1652875901.3107166/0118.jpg,1.0,0.0
dataset/1652875901.3107166/0119.jpg,1.0,0.0
dataset/1652875901.3107166/0120.jpg,1.0,0.0
dataset/1652875901.3107166/0121.jpg,1.0,0.0
dataset/1652875901.3107166/0122.jpg,1.0,-1.0
dataset/1652875901.3107166/0123.jpg,1.0,0.0
dataset/1652875901.3107166/0124.jpg,1.0,0.0
dataset/1652875901.3107166/0125.jpg,1.0,0.9921875
dataset/1652875901.3107166/0126.jpg,1.0,0.9921875
dataset/1652875901.3107166/0127.jpg,1.0,0.9921875
dataset/1652875901.3107166/0128.jpg,1.0,0.9921875
dataset/1652875901.3107166/0129.jpg,1.0,0.9921875
dataset/1652875901.3107166/0130.jpg,1.0,0.9921875
dataset/1652875901.3107166/0131.jpg,1.0,0.9921875
dataset/1652875901.3107166/0132.jpg,1.0,0.9921875
dataset/1652875901.3107166/0133.jpg,1.0,0.0
dataset/1652875901.3107166/0134.jpg,1.0,0.9921875
dataset/1652875901.3107166/0135.jpg,1.0,0.9921875
dataset/1652875901.3107166/0136.jpg,1.0,0.9921875
dataset/1652875901.3107166/0137.jpg,1.0,0.9921875
dataset/1652875901.3107166/0138.jpg,1.0,0.9921875
dataset/1652875901.3107166/0139.jpg,1.0,0.9921875
dataset/1652875901.3107166/0140.jpg,1.0,0.0
dataset/1652875901.3107166/0141.jpg,1.0,0.0
dataset/1652875901.3107166/0142.jpg,1.0,0.0
dataset/1652875901.3107166/0143.jpg,1.0,0.0
dataset/1652875901.3107166/0144.jpg,1.0,0.0
dataset/1652875901.3107166/0145.jpg,1.0,-0.2578125
dataset/1652875901.3107166/0146.jpg,1.0,-1.0
dataset/1652875901.3107166/0147.jpg,1.0,0.0
dataset/1652875901.3107166/0148.jpg,1.0,0.0
dataset/1652875901.3107166/0149.jpg,1.0,0.0
dataset/1652875901.3107166/0150.jpg,1.0,0.0
dataset/1652875901.3107166/0151.jpg,1.0,0.0
dataset/1652875901.3107166/0152.jpg,1.0,0.0
dataset/1652875901.3107166/0153.jpg,1.0,0.0
dataset/1652875901.3107166/0154.jpg,1.0,0.0
dataset/1652875901.3107166/0155.jpg,1.0,0.0
dataset/1652875901.3107166/0156.jpg,1.0,0.0
dataset/1652875901.3107166/0157.jpg,1.0,0.0
dataset/1652875901.3107166/0158.jpg,1.0,0.0
dataset/1652875901.3107166/0159.jpg,1.0,0.0
dataset/1652875901.3107166/0160.jpg,1.0,0.0
dataset/1652875901.3107166/0161.jpg,1.0,0.0
dataset/1652875901.3107166/0162.jpg,1.0,-1.0
dataset/1652875901.3107166/0163.jpg,1.0,0.0
dataset/1652875901.3107166/0164.jpg,1.0,0.0
dataset/1652875901.3107166/0165.jpg,1.0,0.0
dataset/1652875901.3107166/0166.jpg,1.0,0.0
dataset/1652875901.3107166/0167.jpg,1.0,0.0
dataset/1652875901.3107166/0168.jpg,0.9609375,0.0
dataset/1652875901.3107166/0169.jpg,0.3125,0.0
dataset/1652875901.3107166/0170.jpg,0.3046875,0.0
dataset/1652875901.3107166/0171.jpg,0.3125,0.9921875
dataset/1652875901.3107166/0172.jpg,0.3046875,0.9921875
dataset/1652875901.3107166/0173.jpg,0.328125,0.9921875
dataset/1652875901.3107166/0174.jpg,0.8125,0.0
dataset/1652875901.3107166/0175.jpg,0.984375,0.0
dataset/1652875901.3107166/0176.jpg,0.9921875,0.0
dataset/1652875901.3107166/0177.jpg,0.9921875,0.0
dataset/1652875901.3107166/0178.jpg,0.9921875,0.9921875
dataset/1652875901.3107166/0179.jpg,0.9921875,0.9921875
dataset/1652875901.3107166/0180.jpg,0.9921875,0.9921875
dataset/1652875901.3107166/0181.jpg,0.9921875,0.9921875
dataset/1652875901.3107166/0182.jpg,0.9921875,0.9921875
dataset/1652875901.3107166/0183.jpg,0.9921875,0.9921875
dataset/1652875901.3107166/0184.jpg,0.9921875,0.9921875
dataset/1652875901.3107166/0185.jpg,0.9921875,0.9921875
dataset/1652875901.3107166/0186.jpg,0.9921875,0.9921875
dataset/1652875901.3107166/0187.jpg,0.9921875,0.9921875
dataset/1652875901.3107166/0188.jpg,0.9921875,0.0
dataset/1652875901.3107166/0189.jpg,0.9921875,0.0
dataset/1652875901.3107166/0190.jpg,0.9921875,0.0
dataset/1652875901.3107166/0191.jpg,0.9921875,-1.0
dataset/1652875901.3107166/0192.jpg,0.9921875,-1.0
dataset/1652875901.3107166/0193.jpg,0.9921875,-1.0
dataset/1652875901.3107166/0194.jpg,0.9921875,-1.0
dataset/1652875901.3107166/0195.jpg,0.9921875,-1.0
dataset/1652875901.3107166/0196.jpg,0.9921875,-1.0
dataset/1652875901.3107166/0197.jpg,0.9921875,0.0
dataset/1652875901.3107166/0198.jpg,0.9921875,0.0
dataset/1652875901.3107166/0199.jpg,0.9921875,0.4921875
dataset/1652875901.3107166/0200.jpg,0.9921875,0.9765625
dataset/1652875901.3107166/0201.jpg,0.9921875,0.9921875
dataset/1652875901.3107166/0202.jpg,0.9921875,0.9921875
dataset/1652875901.3107166/0203.jpg,0.9921875,0.9921875
dataset/1652875901.3107166/0204.jpg,0.9921875,0.0
dataset/1652875901.3107166/0205.jpg,0.9921875,0.0
dataset/1652875901.3107166/0206.jpg,0.9921875,0.0
dataset/1652875901.3107166/0207.jpg,0.9921875,0.0
dataset/1652875901.3107166/0208.jpg,0.9921875,0.9921875
dataset/1652875901.3107166/0209.jpg,0.9921875,0.9921875
dataset/1652875901.3107166/0210.jpg,0.9921875,0.0
dataset/1652875901.3107166/0211.jpg,0.9921875,0.0
dataset/1652875901.3107166/0212.jpg,0.9921875,0.0
dataset/1652875901.3107166/0213.jpg,0.9921875,-0.8203125
dataset/1652875901.3107166/0214.jpg,0.9921875,-1.0
dataset/1652875901.3107166/0215.jpg,0.9921875,-1.0
dataset/1652875901.3107166/0216.jpg,0.9921875,-1.0
dataset/1652875901.3107166/0217.jpg,0.9921875,-1.0
dataset/1652875901.3107166/0218.jpg,0.9921875,-1.0
dataset/1652875901.3107166/0219.jpg,0.9921875,0.0
dataset/1652875901.3107166/0220.jpg,0.9921875,0.0
dataset/1652875901.3107166/0221.jpg,0.9921875,0.0
dataset/1652875901.3107166/0222.jpg,0.9921875,0.0
dataset/1652875901.3107166/0223.jpg,0.9921875,-1.0
dataset/1652875901.3107166/0224.jpg,0.9921875,-1.0
dataset/1652875901.3107166/0225.jpg,0.9921875,-1.0
dataset/1652875901.3107166/0226.jpg,0.9921875,0.0
dataset/1652875901.3107166/0227.jpg,0.9921875,0.0
dataset/1652875901.3107166/0228.jpg,0.9921875,0.9921875
dataset/1652875901.3107166/0229.jpg,0.9921875,0.9921875
dataset/1652875901.3107166/0230.jpg,0.9921875,0.9921875
dataset/1652875901.3107166/0231.jpg,0.9921875,0.9921875
dataset/1652875901.3107166/0232.jpg,0.9921875,0.9921875
dataset/1652875901.3107166/0233.jpg,0.9921875,0.9921875
dataset/1652875901.3107166/0234.jpg,0.9921875,0.9921875
dataset/1652875901.3107166/0235.jpg,0.9921875,0.9921875
dataset/1652875901.3107166/0236.jpg,0.9921875,0.9921875
dataset/1652875901.3107166/0237.jpg,0.9921875,0.0
dataset/1652875901.3107166/0238.jpg,0.9921875,0.0
dataset/1652875901.3107166/0239.jpg,0.9921875,0.0
dataset/1652875901.3107166/0240.jpg,0.9921875,0.0
dataset/1652875901.3107166/0241.jpg,0.9921875,0.0
dataset/1652875901.3107166/0242.jpg,0.9921875,0.0
dataset/1652875901.3107166/0243.jpg,0.9921875,0.0
dataset/1652875901.3107166/0244.jpg,0.9921875,0.0
dataset/1652875901.3107166/0245.jpg,0.9921875,0.0
dataset/1652875901.3107166/0246.jpg,0.9921875,0.0
dataset/1652875901.3107166/0247.jpg,0.9921875,0.0
dataset/1652875901.3107166/0248.jpg,0.9921875,0.0
dataset/1652875901.3107166/0249.jpg,0.8984375,0.0
dataset/1652875901.3107166/0250.jpg,0.75,0.0
dataset/1652875901.3107166/0251.jpg,0.609375,0.0
dataset/1652875901.3107166/0252.jpg,0.609375,0.0
dataset/1652875901.3107166/0253.jpg,0.609375,0.0
dataset/1652875901.3107166/0254.jpg,0.609375,0.0
dataset/1652875901.3107166/0255.jpg,0.609375,0.0
dataset/1652875901.3107166/0256.jpg,0.609375,-0.953125
dataset/1652875901.3107166/0257.jpg,0.609375,0.0
dataset/1652875901.3107166/0258.jpg,0.609375,0.0
dataset/1652875901.3107166/0259.jpg,0.609375,0.0
dataset/1652875901.3107166/0260.jpg,0.609375,0.0
dataset/1652875901.3107166/0261.jpg,0.609375,0.0
dataset/1652875901.3107166/0262.jpg,0.609375,0.9921875
dataset/1652875901.3107166/0263.jpg,0.609375,0.9921875
dataset/1652875901.3107166/0264.jpg,0.609375,0.9921875
dataset/1652875901.3107166/0265.jpg,0.609375,0.0
dataset/1652875901.3107166/0266.jpg,0.609375,0.0
dataset/1652875901.3107166/0267.jpg,0.609375,0.0
dataset/1652875901.3107166/0268.jpg,0.609375,0.0
dataset/1652875901.3107166/0269.jpg,0.6328125,0.0
dataset/1652875901.3107166/0270.jpg,0.9921875,0.0
dataset/1652875901.3107166/0271.jpg,0.9921875,0.0
dataset/1652875901.3107166/0272.jpg,0.9921875,0.78125
dataset/1652875901.3107166/0273.jpg,0.8671875,0.9921875
dataset/1652875901.3107166/0274.jpg,0.7890625,0.9921875
dataset/1652875901.3107166/0275.jpg,0.7890625,0.9921875
dataset/1652875901.3107166/0276.jpg,0.7890625,0.9921875
dataset/1652875901.3107166/0277.jpg,0.7890625,0.9921875
dataset/1652875901.3107166/0278.jpg,0.7890625,0.9921875
dataset/1652875901.3107166/0279.jpg,0.7890625,0.9921875
dataset/1652875901.3107166/0280.jpg,0.7890625,0.9921875
dataset/1652875901.3107166/0281.jpg,0.7890625,0.9921875
dataset/1652875901.3107166/0282.jpg,0.7890625,0.9921875
dataset/1652875901.3107166/0283.jpg,0.7890625,0.9921875
dataset/1652875901.3107166/0284.jpg,0.7890625,0.9921875
dataset/1652875901.3107166/0285.jpg,0.7890625,0.0
dataset/1652875901.3107166/0286.jpg,0.7890625,0.0
dataset/1652875901.3107166/0287.jpg,0.796875,0.0
dataset/1652875901.3107166/0288.jpg,0.796875,0.0
dataset/1652875901.3107166/0289.jpg,0.796875,0.0
dataset/1652875901.3107166/0290.jpg,0.796875,0.0
dataset/1652875901.3107166/0291.jpg,0.796875,-1.0
dataset/1652875901.3107166/0292.jpg,0.796875,0.0
dataset/1652875901.3107166/0293.jpg,0.796875,0.0
dataset/1652875901.3107166/0294.jpg,0.796875,0.0
dataset/1652875901.3107166/0295.jpg,0.796875,0.0
dataset/1652875901.3107166/0296.jpg,0.796875,-1.0
dataset/1652875901.3107166/0297.jpg,0.796875,0.0
dataset/1652875901.3107166/0298.jpg,0.8046875,0.0
dataset/1652875901.3107166/0299.jpg,0.8046875,0.0
dataset/1652875901.3107166/0300.jpg,0.8125,0.0
dataset/1652875901.3107166/0301.jpg,1.0,0.0
dataset/1652875901.3107166/0302.jpg,1.0,0.0
dataset/1652875901.3107166/0303.jpg,1.0,0.0
dataset/1652875901.3107166/0304.jpg,1.0,0.0
dataset/1652875901.3107166/0305.jpg,1.0,0.0
